user_id,age,gender,city,state,signup_date,kyc_status,customer_segment
U00065,28,F,Mumbai,KA,2021-02-17,Not Verified,Retail
U00066,51,M,Chennai,GJ,2022-10-21,Verified,Retail
U00067,19,F,Mumbai,MH,2020-02-07,Verified,Retail
U00068,30,F,Hyderabad,GJ,2020-08-05,Verified,Retail
U00069,60,F,Jaipur,WB,2022-11-03,Verified,Retail
U00070,32,F,Hyderabad,KA,2022-04-08,Not Verified,Business
U00071,26,M,Delhi,TN,2022-06-01,Verified,Retail
U00072,42,F,Indore,TG,2023-11-19,Verified,Retail
U00073,28,F,Ahmedabad,MH,2021-06-23,Verified,Retail
U00074,53,F,Hyderabad,MH,2021-09-25,Verified,Retail
U00075,39,F,Delhi,GJ,2021-07-25,Verified,Retail
U00076,50,M,Delhi,TN,2024-07-31,Verified,Retail
U00077,20,F,Mumbai,TN,2021-09-15,Verified,Retail
U00078,51,M,Indore,WB,2024-04-14,Verified,Business
U00079,27,F,Indore,KA,2020-03-30,Not Verified,Premium
U00080,50,F,Jaipur,KA,2022-12-08,Verified,Retail
U00081,19,M,Delhi,MH,2020-03-26,Verified,Retail
U00082,24,F,Ahmedabad,RJ,2020-04-13,Verified,Retail
U00083,61,M,Ahmedabad,TN,2020-01-07,Verified,Retail
U00084,50,M,Jaipur,DL,2024-03-07,Verified,Retail
U00085,22,F,Hyderabad,TG,2021-04-17,Verified,Business
U00086,49,F,Delhi,GJ,2023-11-01,Verified,Retail
U00087,58,M,Delhi,MP,2020-10-28,Verified,Retail
U00088,62,F,Indore,MP,2020-09-30,Verified,Retail
U00089,35,M,Hyderabad,GJ,2021-08-18,Verified,Retail
U00090,47,F,Delhi,RJ,2021-02-12,Verified,Retail
U00091,48,M,Chennai,GJ,2020-06-05,Verified,Business
U00092,46,F,Kolkata,TG,2021-03-07,Verified,Retail
U00093,65,F,Pune,KA,2023-05-20,Not Verified,Retail
U00094,25,F,Hyderabad,GJ,2024-11-29,Verified,Retail
U00095,18,F,Ahmedabad,WB,2021-09-10,Verified,Retail
U00096,42,F,Delhi,MH,2020-01-04,Verified,Retail
U00097,43,M,Hyderabad,MH,2024-02-24,Verified,Retail
U00098,43,F,Indore,DL,2022-01-08,Not Verified,Premium
U00099,21,F,Delhi,MH,2024-09-05,Verified,Retail
U00100,27,M,Chennai,WB,2022-11-12,Verified,Premium
U00101,45,M,Kolkata,RJ,2023-01-29,Verified,Retail
U00102,64,F,Ahmedabad,MP,2024-03-21,Verified,Premium
U00103,49,M,Jaipur,KA,2020-12-15,Verified,Retail
U00104,37,F,Chennai,WB,2023-09-05,Verified,Retail
U00105,60,F,Delhi,KA,2023-08-10,Verified,Retail
U00106,49,M,Ahmedabad,MH,2024-04-03,Verified,Retail
U00107,30,M,Delhi,KA,2021-12-01,Verified,Retail
U00108,41,F,Indore,TG,2020-02-11,Verified,Retail
U00109,44,M,Kolkata,TN,2021-11-23,Verified,Retail
U00110,54,F,Bengaluru,RJ,2022-12-19,Verified,Premium
U00111,31,M,Chennai,TG,2022-02-26,Verified,Retail
U00112,37,M,Bengaluru,MH,2022-05-20,Verified,Premium
U00113,48,F,Mumbai,DL,2022-03-12,Not Verified,Business
U00114,51,F,Ahmedabad,TG,2024-05-22,Verified,Retail
U00115,51,M,Ahmedabad,DL,2023-02-03,Verified,Retail
U00116,26,M,Indore,MH,2023-08-14,Verified,Business
U00117,58,F,Jaipur,WB,2023-12-01,Verified,Retail
U00118,37,M,Kolkata,TN,2021-04-02,Verified,Retail
U00119,52,F,Ahmedabad,TN,2021-10-09,Verified,Premium
U00120,48,M,Jaipur,TG,2020-02-29,Not Verified,Premium
U00121,37,M,Mumbai,TG,2022-10-17,Not Verified,Retail
U00122,23,F,Hyderabad,WB,2022-01-28,Verified,Retail
U00123,39,F,Pune,WB,2021-02-09,Verified,Retail
U00124,50,M,Hyderabad,GJ,2021-02-14,Verified,Premium
U00125,32,F,Hyderabad,TN,2024-04-06,Not Verified,Retail
U00126,57,F,Indore,KA,2021-04-02,Verified,Business
U00127,21,M,Kolkata,MH,2021-03-12,Verified,Retail
U00128,44,M,Mumbai,KA,2022-03-16,Verified,Premium
U00129,38,M,Delhi,KA,2021-11-05,Verified,Retail
U00130,51,F,Mumbai,TN,2023-09-22,Verified,Premium
U00131,39,F,Bengaluru,DL,2020-01-06,Verified,Retail
U00132,44,M,Jaipur,TG,2022-02-17,Verified,Premium
U00133,45,M,Mumbai,GJ,2021-02-04,Verified,Business
U00134,30,F,Pune,GJ,2020-03-03,Verified,Retail
U00135,58,F,Mumbai,WB,2020-03-12,Verified,Premium
U00136,21,F,Hyderabad,DL,2023-05-25,Verified,Retail
U00137,57,M,Chennai,MH,2021-07-18,Verified,Premium
U00138,56,M,Mumbai,TG,2020-08-07,Verified,Business
U00139,42,F,Kolkata,GJ,2020-09-28,Not Verified,Retail
U00140,65,F,Bengaluru,MP,2021-04-28,Verified,Retail
U00141,41,M,Jaipur,TG,2022-03-13,Verified,Retail
U00142,22,M,Ahmedabad,RJ,2023-01-20,Verified,Business
U00143,24,M,Chennai,MP,2020-06-21,Verified,Retail
U00144,63,F,Bengaluru,TG,2020-09-29,Verified,Retail
U00145,61,M,Jaipur,DL,2024-05-15,Not Verified,Retail
U00146,54,F,Pune,TN,2024-02-20,Verified,Retail
U00147,29,M,Hyderabad,KA,2021-07-30,Not Verified,Retail
U00148,38,M,Kolkata,TN,2021-05-18,Verified,Retail
U00149,24,F,Mumbai,DL,2020-01-10,Verified,Premium
U00150,46,F,Mumbai,TN,2021-04-21,Verified,Retail
U00151,55,M,Delhi,MH,2022-11-15,Not Verified,Retail
U00152,34,M,Delhi,MP,2023-12-24,Verified,Retail
U00153,41,F,Bengaluru,MH,2021-02-21,Not Verified,Retail
U00154,64,M,Mumbai,MH,2022-04-17,Verified,Retail
U00155,37,M,Hyderabad,MH,2024-06-16,Verified,Retail
U00156,44,M,Kolkata,RJ,2020-11-12,Verified,Retail
U00157,28,F,Chennai,WB,2021-08-03,Verified,Retail
U00158,21,F,Indore,MH,2022-04-28,Verified,Premium
U00159,41,M,Kolkata,WB,2021-02-21,Not Verified,Retail
U00160,28,F,Delhi,DL,2022-04-11,Verified,Retail
U00161,28,M,Mumbai,MH,2023-02-03,Verified,Premium
U00162,43,M,Indore,MP,2022-01-29,Verified,Retail
U00163,40,F,Bengaluru,RJ,2020-12-17,Not Verified,Retail
U00164,49,M,Chennai,KA,2024-09-10,Not Verified,Business
U00165,48,F,Mumbai,MP,2023-07-27,Verified,Business
U00166,57,M,Hyderabad,MP,2022-04-08,Verified,Retail
U00167,48,M,Indore,TG,2020-03-26,Verified,Retail
U00168,42,F,Delhi,KA,2021-05-20,Not Verified,Premium
U00169,30,M,Jaipur,MH,2023-09-29,Not Verified,Retail
U00170,56,F,Jaipur,TN,2023-08-22,Verified,Retail
U00171,45,F,Pune,GJ,2022-10-28,Verified,Retail
U00172,57,F,Ahmedabad,TG,2022-07-04,Verified,Premium
U00173,47,M,Ahmedabad,WB,2020-08-07,Verified,Retail
U00174,41,M,Ahmedabad,RJ,2022-11-10,Verified,Retail
U00175,26,M,Pune,RJ,2020-06-12,Verified,Retail
U00176,42,M,Mumbai,DL,2023-06-11,Verified,Premium
U00177,30,M,Ahmedabad,TN,2024-07-18,Not Verified,Retail
U00178,64,M,Delhi,MH,2023-06-04,Verified,Retail
U00179,57,F,Ahmedabad,KA,2021-06-04,Verified,Business
U00180,31,F,Indore,RJ,2021-05-01,Verified,Retail
U00181,29,F,Bengaluru,TN,2023-10-23,Verified,Retail
U00182,34,M,Jaipur,MH,2023-07-27,Not Verified,Business
U00183,46,M,Chennai,RJ,2023-07-13,Not Verified,Premium
U00184,41,F,Kolkata,MH,2023-03-28,Verified,Retail
U00185,23,F,Hyderabad,KA,2023-06-14,Verified,Retail
U00186,51,F,Chennai,MP,2023-09-21,Not Verified,Premium
U00187,65,M,Hyderabad,KA,2021-08-18,Verified,Retail
U00188,50,F,Mumbai,KA,2022-09-27,Verified,Retail
U00189,19,M,Mumbai,MP,2021-12-27,Verified,Retail
U00190,52,M,Kolkata,MP,2021-09-08,Verified,Retail
U00191,57,F,Bengaluru,KA,2020-01-29,Not Verified,Retail
U00192,27,F,Delhi,DL,2023-07-31,Verified,Retail
U00193,35,F,Chennai,MH,2020-04-24,Verified,Retail
U00194,40,F,Indore,RJ,2024-02-11,Verified,Retail
U00195,18,M,Mumbai,RJ,2020-02-21,Verified,Retail
U00196,21,M,Mumbai,MP,2023-02-02,Verified,Retail
U00197,44,M,Jaipur,MP,2023-08-09,Verified,Retail
U00198,57,M,Jaipur,TN,2020-05-10,Verified,Retail
U00199,64,F,Jaipur,MH,2022-02-07,Not Verified,Premium
U00200,47,M,Ahmedabad,KA,2021-04-07,Not Verified,Retail
U00201,59,M,Delhi,MH,2024-03-15,Not Verified,Business
U00202,34,M,Chennai,RJ,2023-10-23,Verified,Premium
U00203,51,F,Chennai,TG,2020-06-23,Not Verified,Retail
U00204,34,M,Hyderabad,KA,2024-03-08,Not Verified,Retail
U00205,42,F,Indore,TG,2022-02-16,Not Verified,Retail
U00206,62,F,Ahmedabad,RJ,2023-11-29,Verified,Retail
U00207,64,M,Indore,TN,2024-06-04,Verified,Retail
U00208,22,M,Bengaluru,MH,2020-02-25,Verified,Retail
U00209,28,F,Bengaluru,MH,2020-03-04,Verified,Retail
U00210,58,M,Delhi,MH,2020-05-14,Not Verified,Premium
U00211,30,M,Kolkata,DL,2021-05-19,Verified,Retail
U00212,20,M,Chennai,GJ,2020-07-23,Verified,Premium
U00213,59,M,Chennai,MH,2021-11-20,Verified,Retail
U00214,34,F,Mumbai,MH,2021-10-19,Verified,Retail
U00215,48,F,Indore,MH,2024-06-03,Verified,Retail
U00216,24,F,Ahmedabad,MH,2023-01-06,Verified,Premium
U00217,23,F,Bengaluru,WB,2020-01-03,Verified,Retail
U00218,21,M,Pune,GJ,2020-07-14,Verified,Premium
U00219,29,F,Indore,MH,2024-08-30,Verified,Retail
U00220,28,F,Hyderabad,TG,2022-10-17,Verified,Business
U00221,23,F,Jaipur,DL,2023-07-10,Verified,Retail
U00222,43,M,Kolkata,MH,2022-01-31,Verified,Retail
U00223,52,M,Kolkata,TG,2022-08-01,Verified,Retail
U00224,62,M,Pune,MP,2021-10-31,Verified,Premium
U00225,46,F,Bengaluru,GJ,2022-06-17,Verified,Retail
U00226,32,M,Pune,GJ,2023-08-09,Not Verified,Retail
U00227,30,F,Chennai,MP,2020-11-12,Verified,Business
U00228,64,F,Indore,RJ,2021-12-14,Verified,Retail
U00229,30,F,Delhi,KA,2023-09-09,Verified,Retail
U00230,27,F,Chennai,WB,2021-07-14,Verified,Retail
U00231,24,F,Hyderabad,WB,2022-08-08,Verified,Retail
U00232,45,M,Jaipur,TN,2022-08-06,Verified,Retail
U00233,65,F,Mumbai,TG,2024-10-12,Verified,Retail
U00234,65,F,Hyderabad,MP,2024-10-11,Verified,Retail
U00235,25,F,Kolkata,MH,2021-06-16,Verified,Retail
U00236,44,M,Kolkata,KA,2021-05-27,Not Verified,Retail
U00237,19,F,Jaipur,KA,2023-09-02,Verified,Retail
U00238,49,M,Mumbai,TN,2023-01-17,Verified,Premium
U00239,30,F,Delhi,MP,2022-07-24,Verified,Premium
U00240,50,M,Pune,RJ,2021-12-03,Verified,Business
U00241,31,M,Kolkata,RJ,2024-04-11,Not Verified,Premium
U00242,57,F,Mumbai,TN,2021-07-15,Verified,Retail
U00243,22,F,Kolkata,MH,2023-04-03,Verified,Retail
U00244,65,F,Jaipur,TG,2024-06-29,Not Verified,Retail
U00245,28,M,Delhi,TG,2022-08-18,Verified,Premium
U00246,27,F,Kolkata,GJ,2021-08-25,Verified,Retail
U00247,48,F,Hyderabad,TN,2023-12-13,Verified,Retail
U00248,45,M,Ahmedabad,MH,2024-07-07,Verified,Retail
U00249,33,F,Pune,GJ,2022-09-20,Verified,Retail
U00250,60,F,Bengaluru,TN,2024-10-15,Verified,Retail
U00251,54,F,Bengaluru,RJ,2024-08-29,Verified,Retail
U00252,60,M,Hyderabad,DL,2023-09-05,Verified,Retail
U00253,55,M,Hyderabad,KA,2024-05-08,Verified,Premium
U00254,31,F,Jaipur,KA,2023-06-02,Not Verified,Retail
U00255,23,F,Hyderabad,GJ,2023-11-19,Verified,Retail
U00256,46,M,Jaipur,DL,2021-06-25,Verified,Premium
U00257,48,F,Jaipur,MH,2022-09-18,Verified,Retail
U00258,49,M,Ahmedabad,KA,2023-01-09,Verified,Premium
U00259,28,F,Ahmedabad,MP,2022-10-16,Verified,Premium
U00260,41,F,Kolkata,DL,2021-01-04,Verified,Retail
U00261,19,M,Indore,MH,2023-10-29,Verified,Business
U00262,24,F,Ahmedabad,KA,2020-03-10,Verified,Retail
U00263,26,F,Delhi,MH,2021-11-30,Verified,Retail
U00264,31,F,Kolkata,MH,2022-05-15,Verified,Retail
U00265,36,F,Pune,GJ,2022-04-06,Verified,Business
U00266,50,F,Hyderabad,GJ,2024-06-09,Verified,Retail
U00267,63,F,Bengaluru,MP,2023-07-24,Verified,Business
U00268,43,F,Jaipur,MP,2020-04-11,Verified,Retail
U00269,20,M,Ahmedabad,MP,2024-04-17,Verified,Premium
U00270,52,F,Indore,KA,2023-07-07,Verified,Retail
U00271,61,M,Hyderabad,MH,2023-09-28,Verified,Retail
U00272,29,M,Bengaluru,MH,2022-05-13,Verified,Business
U00273,59,M,Pune,KA,2024-05-29,Verified,Premium
U00274,37,M,Kolkata,MH,2021-10-14,Verified,Retail
U00275,55,M,Ahmedabad,MP,2022-12-05,Verified,Retail
U00276,44,F,Ahmedabad,DL,2020-01-29,Verified,Retail
U00277,60,M,Ahmedabad,WB,2023-01-28,Verified,Retail
U00278,31,M,Mumbai,WB,2020-01-10,Verified,Retail
U00279,23,M,Delhi,KA,2022-08-25,Verified,Premium
U00280,33,F,Bengaluru,MH,2022-01-19,Verified,Premium
U00281,27,M,Chennai,RJ,2023-12-23,Verified,Retail
U00282,34,M,Mumbai,MH,2020-05-04,Verified,Retail
U00283,57,M,Kolkata,TN,2021-10-01,Verified,Retail
U00284,49,M,Pune,MH,2023-03-23,Verified,Retail
U00285,28,M,Delhi,MH,2023-08-13,Verified,Premium
U00286,48,F,Ahmedabad,TN,2024-05-25,Verified,Retail
U00287,35,M,Indore,MP,2021-11-11,Not Verified,Premium
U00288,18,M,Indore,TN,2023-04-12,Verified,Premium
U00289,42,F,Kolkata,MP,2024-04-28,Not Verified,Premium
U00290,36,M,Pune,TN,2021-07-02,Verified,Retail
U00291,20,F,Bengaluru,MP,2020-10-28,Verified,Premium
U00292,53,F,Pune,RJ,2020-06-23,Verified,Retail
U00293,42,M,Hyderabad,TN,2023-05-27,Verified,Retail
U00294,63,M,Chennai,MP,2024-03-18,Verified,Retail
U00295,52,M,Jaipur,MH,2024-04-30,Verified,Retail
U00296,51,F,Jaipur,MH,2022-09-03,Verified,Retail
U00297,31,M,Delhi,KA,2024-07-08,Verified,Retail
U00298,54,F,Kolkata,RJ,2024-10-21,Verified,Retail
U00299,49,F,Delhi,MH,2023-07-19,Verified,Retail
U00300,38,M,Pune,TN,2022-11-29,Verified,Retail
U00301,31,F,Indore,MP,2021-03-13,Verified,Premium
U00302,45,M,Ahmedabad,MP,2024-08-03,Verified,Retail
U00303,20,F,Hyderabad,KA,2022-02-13,Verified,Retail
U00304,53,F,Ahmedabad,GJ,2024-09-27,Not Verified,Retail
U00305,56,F,Delhi,DL,2021-06-10,Verified,Retail
U00306,23,F,Bengaluru,GJ,2024-10-06,Verified,Business
U00307,64,M,Bengaluru,MH,2021-06-08,Not Verified,Retail
U00308,53,M,Mumbai,TN,2024-05-29,Verified,Premium
U00309,48,M,Delhi,KA,2021-10-12,Verified,Business
U00310,61,F,Indore,MP,2022-06-22,Verified,Retail
U00311,38,F,Chennai,WB,2020-09-11,Verified,Retail
U00312,46,M,Bengaluru,MH,2022-08-16,Verified,Retail
U00313,20,M,Hyderabad,DL,2023-06-21,Not Verified,Premium
U00314,26,F,Delhi,WB,2024-09-20,Verified,Retail
U00315,39,F,Hyderabad,GJ,2020-08-24,Verified,Retail
U00316,32,M,Bengaluru,GJ,2023-02-07,Not Verified,Retail
U00317,27,F,Kolkata,WB,2021-05-20,Verified,Retail
U00318,36,F,Bengaluru,TN,2022-10-02,Verified,Retail
U00319,48,M,Bengaluru,RJ,2020-04-26,Verified,Premium
U00320,31,F,Chennai,DL,2021-06-11,Verified,Business
U00321,45,F,Hyderabad,TG,2020-07-18,Verified,Retail
U00322,28,M,Chennai,KA,2023-08-03,Verified,Premium
U00323,39,M,Ahmedabad,MH,2024-06-05,Not Verified,Retail
U00324,29,F,Kolkata,MH,2022-04-17,Verified,Retail
U00325,26,M,Jaipur,TG,2023-12-28,Verified,Retail
U00326,23,F,Chennai,KA,2021-02-25,Verified,Retail
U00327,58,M,Indore,TN,2021-02-18,Verified,Retail
U00328,51,F,Mumbai,RJ,2024-07-18,Verified,Retail
U00329,58,F,Delhi,MH,2022-04-18,Not Verified,Retail
U00330,60,F,Hyderabad,KA,2023-02-27,Not Verified,Retail
U00331,28,F,Indore,MP,2024-10-23,Verified,Retail
U00332,46,M,Delhi,MH,2024-01-03,Verified,Premium
U00333,38,F,Indore,MH,2021-08-20,Not Verified,Business
U00334,49,F,Jaipur,MH,2022-12-22,Verified,Retail
U00335,33,M,Hyderabad,MP,2021-01-08,Verified,Retail
U00336,53,M,Mumbai,DL,2023-12-02,Verified,Retail
U00337,56,F,Jaipur,TG,2023-12-10,Verified,Retail
U00338,24,M,Mumbai,TN,2020-09-09,Verified,Retail
U00339,35,M,Delhi,DL,2022-04-10,Not Verified,Retail
U00340,32,M,Bengaluru,MP,2022-08-04,Verified,Retail
U00341,19,F,Kolkata,MP,2024-09-15,Verified,Retail
U00342,21,F,Pune,WB,2021-05-07,Not Verified,Premium
U00343,54,F,Kolkata,RJ,2020-04-19,Verified,Retail
U00344,61,F,Hyderabad,WB,2023-09-20,Verified,Retail
U00345,51,M,Delhi,MH,2022-06-05,Verified,Retail
U00346,32,M,Kolkata,WB,2024-05-09,Not Verified,Retail
U00347,20,M,Mumbai,MP,2021-06-28,Not Verified,Retail
U00348,58,M,Indore,DL,2021-05-28,Verified,Retail
U00349,33,M,Chennai,DL,2021-09-17,Verified,Retail
U00350,21,F,Delhi,GJ,2023-04-23,Verified,Retail
U00351,25,M,Chennai,WB,2023-03-28,Verified,Retail
U00352,23,F,Ahmedabad,MP,2023-11-24,Verified,Retail
U00353,30,F,Ahmedabad,RJ,2021-09-13,Verified,Retail
U00354,37,M,Hyderabad,MH,2021-03-29,Verified,Retail
U00355,55,F,Mumbai,MH,2020-11-28,Not Verified,Retail
U00356,53,F,Ahmedabad,TN,2021-08-06,Not Verified,Retail
U00357,21,M,Bengaluru,RJ,2020-05-16,Verified,Retail
U00358,60,M,Jaipur,WB,2024-09-04,Verified,Premium
U00359,24,M,Bengaluru,WB,2021-11-21,Verified,Retail
U00360,30,F,Jaipur,DL,2024-02-21,Not Verified,Business
U00361,48,F,Bengaluru,WB,2024-11-18,Verified,Retail
U00362,53,M,Ahmedabad,WB,2023-03-17,Verified,Premium
U00363,35,M,Kolkata,GJ,2023-11-19,Verified,Premium
U00364,36,F,Kolkata,RJ,2023-02-11,Verified,Retail
U00365,18,F,Kolkata,GJ,2021-09-06,Verified,Retail
U00366,27,F,Indore,WB,2023-04-06,Verified,Premium
U00367,39,F,Indore,TG,2021-10-29,Verified,Retail
U00368,18,M,Mumbai,TN,2023-03-02,Not Verified,Retail
U00369,52,F,Jaipur,MP,2022-06-14,Verified,Retail
U00370,61,F,Kolkata,GJ,2022-01-02,Verified,Retail
U00371,46,M,Delhi,RJ,2021-04-14,Verified,Retail
U00372,43,M,Hyderabad,WB,2022-09-23,Verified,Premium
U00373,55,F,Jaipur,DL,2020-12-15,Verified,Retail
U00374,22,F,Jaipur,KA,2020-08-14,Verified,Retail
U00375,39,F,Bengaluru,RJ,2021-08-16,Verified,Retail
U00376,30,F,Bengaluru,MH,2023-07-14,Verified,Retail
U00377,54,M,Kolkata,MH,2024-06-01,Verified,Premium
U00378,53,M,Chennai,WB,2024-09-20,Verified,Retail
U00379,19,M,Bengaluru,GJ,2024-04-23,Verified,Retail
U00380,59,M,Indore,TG,2022-04-21,Verified,Retail
U00381,51,M,Mumbai,DL,2020-06-04,Verified,Retail
U00382,47,F,Mumbai,MH,2023-11-02,Verified,Retail
U00383,63,M,Pune,TN,2020-12-12,Verified,Retail
U00384,55,M,Pune,TG,2022-07-10,Verified,Retail
U00385,32,F,Indore,MH,2022-06-19,Verified,Retail
U00386,32,M,Bengaluru,MP,2024-10-16,Verified,Retail
U00387,47,F,Kolkata,MP,2021-05-31,Not Verified,Retail
U00388,22,M,Kolkata,MP,2021-03-29,Verified,Retail
U00389,63,F,Mumbai,TG,2020-06-28,Verified,Retail
U00390,29,M,Chennai,WB,2023-02-24,Verified,Retail
U00391,42,F,Kolkata,DL,2020-09-09,Verified,Business
U00392,53,M,Kolkata,TG,2022-08-14,Verified,Retail
U00393,20,F,Mumbai,MH,2024-07-06,Verified,Premium
U00394,23,M,Chennai,RJ,2024-09-06,Verified,Retail
U00395,47,M,Bengaluru,MH,2021-12-23,Verified,Retail
U00396,58,M,Chennai,GJ,2022-10-30,Verified,Premium
U00397,61,M,Chennai,MP,2022-06-20,Verified,Retail
U00398,33,F,Indore,RJ,2021-03-11,Verified,Premium
U00399,61,M,Jaipur,TN,2024-02-16,Verified,Retail
U00400,60,M,Chennai,MH,2022-03-09,Verified,Retail
U00401,32,F,Hyderabad,DL,2020-05-19,Verified,Retail
U00402,50,F,Hyderabad,DL,2024-01-11,Verified,Retail
U00403,26,F,Chennai,MH,2022-04-06,Not Verified,Retail
U00404,58,M,Chennai,KA,2020-03-01,Verified,Premium
U00405,62,F,Kolkata,MH,2023-09-11,Verified,Retail
U00406,43,F,Delhi,KA,2021-08-19,Verified,Business
U00407,64,M,Mumbai,WB,2020-03-22,Verified,Retail
U00408,37,M,Kolkata,MH,2023-02-05,Verified,Retail
U00409,29,M,Indore,GJ,2024-01-07,Verified,Business
U00410,60,F,Mumbai,DL,2024-09-04,Verified,Retail
U00411,20,M,Hyderabad,DL,2020-03-17,Verified,Retail
U00412,40,M,Kolkata,WB,2024-03-11,Verified,Retail
U00413,51,M,Pune,WB,2022-06-25,Not Verified,Retail
U00414,65,F,Jaipur,MH,2023-10-17,Verified,Retail
U00415,50,M,Ahmedabad,TG,2020-03-30,Not Verified,Premium
U00416,53,F,Bengaluru,RJ,2020-12-01,Not Verified,Retail
U00417,52,F,Hyderabad,MH,2020-12-10,Verified,Retail
U00418,30,F,Bengaluru,KA,2023-11-06,Verified,Retail
U00419,33,M,Mumbai,RJ,2023-11-17,Verified,Business
U00420,40,F,Bengaluru,KA,2023-04-18,Verified,Retail
U00421,25,F,Bengaluru,KA,2023-05-11,Not Verified,Premium
U00422,43,M,Delhi,TN,2020-01-26,Verified,Retail
U00423,21,F,Chennai,TG,2020-08-14,Verified,Retail
U00424,25,M,Pune,GJ,2022-08-17,Verified,Retail
U00425,53,M,Mumbai,MH,2022-08-17,Not Verified,Premium
U00426,23,F,Indore,TN,2020-08-10,Verified,Business
U00427,49,M,Jaipur,MH,2020-01-18,Verified,Retail
U00428,36,F,Hyderabad,DL,2020-10-10,Verified,Retail
U00429,43,M,Chennai,MH,2021-01-15,Not Verified,Retail
U00430,61,M,Delhi,TN,2024-02-29,Verified,Retail
U00431,59,F,Pune,TG,2022-01-24,Verified,Business
